n,bare_cr,rationale_cr,delta_rationale_minus_bare,ci_low,ci_high,b,c,p_raw
467,0.576017130620985,0.854389721627409,0.278372591006424,0.2334047109207709,0.3233404710920771,12,142,2.286264010158805e-29
